idno;tail;name;ST_AsText(shap);nlan;sped;hier;head;leng;capa 
2001305;18117781;Agnesstraße;16.3283823 48.298720999999,16.328474 48.298553599999,16.3285807 48.298369599999,16.3286901 48.298186699999,16.3288014 48.298004699999,16.3288947 48.297812199999;1;28;0;1316134;108,01000213623;1100
2001306;1316134;Agnesstraße;16.3288947 48.297812199999,16.3289683 48.297670099999;1;28;0;18038335;16,7099990844727;1100
2001306;18038335;Agnesstraße;16.3289683 48.297670099999,16.3288947 48.297812199999;1;28;0;1316134;16,7099990844727;1100
2001311;1316139;Ebergassinger Straße/L156;16.577846800001 48.069603199999,16.578012400001 48.069573199999,16.578255000001 48.069541299999,16.578309400001 48.069537299999;1;35;0;18041241;35,2900009155273;1100
2001311;18041241;Ebergassinger Straße/L156;16.578309400001 48.069537299999,16.578255000001 48.069541299999,16.578012400001 48.069573199999,16.577846800001 48.069603199999;1;35;0;1316139;35,2900009155273;1100
2001312;1316139;Ebergassinger Straße/L156;16.577846800001 48.069603199999,16.577669700001 48.069635399999,16.577020600001 48.069745199999,16.576617800001 48.069805999999,16.576288300001 48.069845299999,16.576107200001 48.069858499999,16.576088200001 48.069858799999;1;35;0;18093684;134,270004272461;1100
2001312;18093684;Ebergassinger Straße/L156;16.576088200001 48.069858799999,16.576107200001 48.069858499999,16.576288300001 48.069845299999,16.576617800001 48.069805999999,16.577020600001 48.069745199999,16.577669700001 48.069635399999,16.577846800001 48.069603199999;1;35;0;1316139;134,270004272461;1100
2001313;1316140;Droßer Straße/L7039;15.570435 48.4686336,15.5704108 48.4686491,15.5696345 48.469115,15.5691107 48.4694423,15.5686884 48.4696869,15.5686694 48.4696981;1;69;0;18184556;176,259994506836;900
2001313;18184556;Droßer Straße/L7039;15.5686694 48.4696981,15.5686884 48.4696869,15.5691107 48.4694423,15.5696345 48.469115,15.5704108 48.4686491,15.570435 48.4686336;1;69;0;1316140;176,259994506836;900
2001316;1316141;Wagramstraße/L14;16.0549061 48.398817,16.0549414 48.3988098,16.0550897 48.3987971,16.0552218 48.3988046,16.0553629 48.398818,16.0555878 48.3988614,16.0557931 48.398894,16.0559807 48.3989204,16.0561858 48.3989354,16.0562991 48.3989329;1;55;0;18120718;105,01000213623;900
2001316;18120718;Wagramstraße/L14;16.0562991 48.3989329,16.0561858 48.3989354,16.0559807 48.3989204,16.0557931 48.398894,16.0555878 48.3988614,16.0553629 48.398818,16.0552218 48.3988046,16.0550897 48.3987971,16.0549414 48.3988098,16.0549061 48.398817;1;55;0;1316141;105,01000213623;900
2001321;1316144;Droßer Straße/L7039;15.5548033 48.4793367,15.5546717 48.4795503,15.5545167 48.4798585,15.5542941 48.4803733,15.5540997 48.4809145,15.5540365 48.4810664,15.5539414 48.4811942,15.5538104 48.4813385,15.5536471 48.4814801,15.5534555 48.4816049,15.5527546 48.4820356,15.5522121 48.4824031,15.5519228 48.4825962,15.551597 48.4828391,15.5514083 48.4830067;1;69;0;18008785;492,660003662109;900
2001321;18008785;Droßer Straße/L7039;15.5514083 48.4830067,15.551597 48.4828391,15.5519228 48.4825962,15.5522121 48.4824031,15.5527546 48.4820356,15.5534555 48.4816049,15.5536471 48.4814801,15.5538104 48.4813385,15.5539414 48.4811942,15.5540365 48.4810664,15.5540997 48.4809145,15.5542941 48.4803733,15.5545167 48.4798585,15.5546717 48.4795503,15.5548033 48.4793367;1;69;0;1316144;492,660003662109;900
2001353;1316164;Schönau an der Donau/L3012;16.615299500001 48.147270699998,16.615601900001 48.147623099998,16.615781200001 48.147831699998;1;38;0;18036826;71,9400024414063;1100
2001323;1316145;Stoitzendorferstraße/B2 - Waldviertler Straße;15.8311245 48.6437784,15.8314047 48.6437589,15.832647 48.643715,15.8329844 48.6437153,15.8333486 48.6437301,15.8336917 48.6437457,15.8341896 48.6437862,15.8350121 48.6438602,15.8353155 48.6438897;1;79;0;18015629;310,269989013672;1250
2001323;18015629;Stoitzendorferstraße/B2 - Waldviertler Straße;15.8353155 48.6438897,15.8350121 48.6438602,15.8341896 48.6437862,15.8336917 48.6437457,15.8333486 48.6437301,15.8329844 48.6437153,15.832647 48.643715,15.8314047 48.6437589,15.8311245 48.6437784;1;79;0;1316145;310,269989013672;1250
2001334;1316153;Ing. Hans Brabenetz-Straße/L1068;16.0953668 48.6199525,16.0950768 48.6194361,16.0946946 48.6187809;1;35;0;1316154;139,389999389648;1100
2001334;1316154;Ing. Hans Brabenetz-Straße/L1068;16.0946946 48.6187809,16.0950768 48.6194361,16.0953668 48.6199525;1;35;0;1316153;139,389999389648;1100
2001335;1316155;Holzgasse/L2009;16.2835134 48.3189432,16.2834533 48.3189722,16.2832962 48.3190744,16.2830517 48.3192658,16.2828088 48.3194656,16.2826607 48.3195774,16.2824251 48.319701,16.2822144 48.319827,16.2820092 48.3199875,16.2816734 48.3203134,16.2813502 48.3206451,16.2812925 48.3207002;1;69;0;18086955;257,029998779297;900
2001335;18086955;Holzgasse/L2009;16.2812925 48.3207002,16.2813502 48.3206451,16.2816734 48.3203134,16.2820092 48.3199875,16.2822144 48.319827,16.2824251 48.319701,16.2826607 48.3195774,16.2828088 48.3194656,16.2830517 48.3192658,16.2832962 48.3190744,16.2834533 48.3189722,16.2835134 48.3189432;1;69;0;1316155;257,029998779297;900
2001336;1316155;Holzgasse/L2009;16.2835134 48.3189432,16.2836479 48.3188783,16.2838762 48.3187927,16.2841868 48.3186965,16.2843366 48.3186608,16.2844971 48.3186395,16.2846952 48.3186325,16.28492 48.3186414,16.2853266 48.3186637,16.2857956 48.3186984,16.2860561 48.3187151,16.2862398 48.3187081,16.2864182 48.3186808,16.2865859 48.3186191,16.2867144 48.3185382,16.2869125 48.318363;1;69;0;18069347;276,079986572266;900
2001336;18069347;Holzgasse/L2009;16.2869125 48.318363,16.2867144 48.3185382,16.2865859 48.3186191,16.2864182 48.3186808,16.2862398 48.3187081,16.2860561 48.3187151,16.2857956 48.3186984,16.2853266 48.3186637,16.28492 48.3186414,16.2846952 48.3186325,16.2844971 48.3186395,16.2843366 48.3186608,16.2841868 48.3186965,16.2838762 48.3187927,16.2836479 48.3188783,16.2835134 48.3189432;1;69;0;1316155;276,079986572266;900
2001343;1316159;Bruckerstraße/L2031;16.865172400002 48.106028399996,16.865234400002 48.106583399996,16.865234800002 48.106585799996;1;35;0;18034356;62,1500015258789;1100
2001343;18034356;Bruckerstraße/L2031;16.865234800002 48.106585799996,16.865234400002 48.106583399996,16.865172400002 48.106028399996;1;35;0;1316159;62,1500015258789;1100
2001344;1316159;Bruckerstraße/L2031;16.865172400002 48.106028399996,16.865105700002 48.105431399996;1;35;0;18014996;66,5699996948242;1100
2001344;18014996;Bruckerstraße/L2031;16.865105700002 48.105431399996,16.865172400002 48.106028399996;1;35;0;1316159;66,5699996948242;1100
2001348;1316161;Brünner Straße/B7 - Brünner Straße;16.519263800001 48.390371799999,16.519147900001 48.390190199999,16.519032900001 48.390020499999,16.519032200001 48.390019199999;1;39;0;18064866;42,7999992370605;1100
2001348;18064866;Brünner Straße/B7 - Brünner Straße;16.519032200001 48.390019199999,16.519032900001 48.390020499999,16.519147900001 48.390190199999,16.519263800001 48.390371799999;1;39;0;1316161;42,7999992370605;1100
2001349;1316162;Schönauer Straße/L3012;16.614625800001 48.164722899998,16.614720600001 48.165086199998,16.614752800001 48.165196899998;1;35;0;18070838;53,5499992370605;1100
2001353;18036826;Schönau an der Donau/L3012;16.615781200001 48.147831699998,16.615601900001 48.147623099998,16.615299500001 48.147270699998;1;38;0;1316164;71,9400024414063;1100
2001354;1316164;Schönau an der Donau/L3012;16.615299500001 48.147270699998,16.614812000001 48.146702499998;1;35;0;18104625;72,8499984741211;1100
2001354;18104625;Schönau an der Donau/L3012;16.614812000001 48.146702499998,16.615299500001 48.147270699998;1;35;0;1316164;72,8499984741211;1100
2001355;1316165;B15 - Mannersdorfer Straße;16.551052600001 48.037548699999,16.550977600001 48.037596499999,16.550741800001 48.037728199999,16.549123000001 48.038560699999,16.547676300001 48.039274499999,16.546713800001 48.039741599999,16.546101800001 48.040039699999,16.545802200001 48.040181599999,16.545534400001 48.040290599999,16.545266500001 48.040375299999,16.545070800001 48.040428499999,16.544828400001 48.040478899999,16.544560200001 48.040509399999,16.544321800001 48.040515499999,16.544066300001 48.040498899999,16.543819200001 48.040477899999,16.543167400001 48.040387699999,16.540451600001 48.039973699999,16.539100800001 48.039763899999,16.538620700001 48.039696999999,16.538385200001 48.039673799999,16.538146700001 48.039661999999,16.537887000001 48.039668899999,16.537672000001 48.039694999999,16.537467800001 48.039738199999,16.537066400001 48.039825499999;1;72;0;18059299;1160,84997558594;1250
2001355;18059299;B15 - Mannersdorfer Straße;16.537066400001 48.039825499999,16.537467800001 48.039738199999,16.537672000001 48.039694999999,16.537887000001 48.039668899999,16.538146700001 48.039661999999,16.538385200001 48.039673799999,16.538620700001 48.039696999999,16.539100800001 48.039763899999,16.540451600001 48.039973699999,16.543167400001 48.040387699999,16.543819200001 48.040477899999,16.544066300001 48.040498899999,16.544321800001 48.040515499999,16.544560200001 48.040509399999,16.544828400001 48.040478899999,16.545070800001 48.040428499999,16.545266500001 48.040375299999,16.545534400001 48.040290599999,16.545802200001 48.040181599999,16.546101800001 48.040039699999,16.546713800001 48.039741599999,16.547676300001 48.039274499999,16.549123000001 48.038560699999,16.550741800001 48.037728199999,16.550977600001 48.037596499999,16.551052600001 48.037548699999;1;72;0;1316165;1160,84997558594;1250
2001357;1316166;Hauptstraße/L6;16.513116900001 48.494911599999,16.513171100001 48.494992899999,16.513286300001 48.495167599999,16.513424800001 48.495354599999,16.513639800001 48.495590599999,16.514447800001 48.496298599999,16.514831100001 48.496612899999;1;35;0;18091640;228,759994506836;1100
2001357;18091640;Hauptstraße/L6;16.514831100001 48.496612899999,16.514447800001 48.496298599999,16.513639800001 48.495590599999,16.513424800001 48.495354599999,16.513286300001 48.495167599999,16.513171100001 48.494992899999,16.513116900001 48.494911599999;1;35;0;1316166;228,759994506836;1100
2001361;1316170;Dürnsteiner Waldhütten/L7085;15.5260503 48.422456,15.5255204 48.4225765,15.5253975 48.4226048;1;69;0;18196806;51,0800018310547;900
2001361;18196806;Dürnsteiner Waldhütten/L7085;15.5253975 48.4226048,15.5255204 48.4225765,15.5260503 48.422456;1;69;0;1316170;51,0800018310547;900
2001362;1316170;Dürnsteiner Waldhütten/L7085;15.5260503 48.422456,15.5263195 48.4223948,15.5265282 48.4223582,15.5267762 48.4223216,15.5272052 48.4222836,15.5272074 48.4222836;1;69;0;18009064;88,0299987792969;900
2001362;18009064;Dürnsteiner Waldhütten/L7085;15.5272074 48.4222836,15.5272052 48.4222836,15.5267762 48.4223216,15.5265282 48.4223582,15.5263195 48.4223948,15.5260503 48.422456;1;69;0;1316170;88,0299987792969;900
2001363;1316171;Pulkautal/L1151;15.8422059 48.7058208,15.8421868 48.7057969,15.8421602 48.7057388,15.8421568 48.7057312;1;69;0;18212559;10,6400003433228;900
2001363;18212559;Pulkautal/L1151;15.8421568 48.7057312,15.8421602 48.7057388,15.8421868 48.7057969,15.8422059 48.7058208;1;69;0;1316171;10,6400003433228;900
2001364;1316171;Pulkautal/L1151;15.8422059 48.7058208,15.8423409 48.7059899,15.8424488 48.706105,15.8425729 48.7061999,15.8426918 48.7062759,15.8427768 48.706315,15.8428668 48.706346,15.8429996 48.7063791,15.8430041 48.7063802;1;69;0;18169762;88,3399963378906;900
2001364;18169762;Pulkautal/L1151;15.8430041 48.7063802,15.8429996 48.7063791,15.8428668 48.706346,15.8427768 48.706315,15.8426918 48.7062759,15.8425729 48.7061999,15.8424488 48.706105,15.8423409 48.7059899,15.8422059 48.7058208;1;69;0;1316171;88,3399963378906;900
2001372;1316177;Trumauerstraße/L156;16.452212700001 48.017263799999,16.452237200001 48.017259799999,16.452645100001 48.017196399999;1;35;0;18033927;33,1100006103516;1100
2001372;18033927;Trumauerstraße/L156;16.452645100001 48.017196399999,16.452237200001 48.017259799999,16.452212700001 48.017263799999;1;35;0;1316177;33,1100006103516;1100
2001374;1316178;L156;16.471927100001 48.024975699999,16.472091000001 48.025052299999,16.472554100001 48.025261199999,16.472954600001 48.025433899999,16.473730200001 48.025733799999,16.474761400001 48.026149399999,16.475292600001 48.026350499999,16.475690300001 48.026490899999,16.476178800001 48.026650299999,16.477044300001 48.026905899999;1;69;0;18015029;438,609985351563;900
2001374;18015029;L156;16.477044300001 48.026905899999,16.476178800001 48.026650299999,16.475690300001 48.026490899999,16.475292600001 48.026350499999,16.474761400001 48.026149399999,16.473730200001 48.025733799999,16.472954600001 48.025433899999,16.472554100001 48.025261199999,16.472091000001 48.025052299999,16.471927100001 48.024975699999;1;69;0;1316178;438,609985351563;900
2001379;1316181;L8088;15.4337269 48.6095941,15.4335672 48.6096829,15.4333301 48.6097879,15.4330631 48.6098838,15.4327852 48.6099698,15.4323084 48.6100883,15.4318141 48.6101938,15.431532 48.6102521;1;69;0;18009566;179,039993286133;900
2001379;18009566;L8088;15.431532 48.6102521,15.4318141 48.6101938,15.4323084 48.6100883,15.4327852 48.6099698,15.4330631 48.6098838,15.4333301 48.6097879,15.4335672 48.6096829,15.4337269 48.6095941;1;69;0;1316181;179,039993286133;900
2001380;1316181;L8088;15.4337269 48.6095941,15.4337491 48.6095818,15.4338681 48.6094848,15.4339836 48.6093903,15.4340185 48.6093507;1;69;0;18212050;34,6699981689453;900
2001380;18212050;L8088;15.4340185 48.6093507,15.4339836 48.6093903,15.4338681 48.6094848,15.4337491 48.6095818,15.4337269 48.6095941;1;69;0;1316181;34,6699981689453;900
2001381;1316182;Breitstetter Straße/L9;16.692758500001 48.219518899998,16.693543900001 48.218472199998,16.694939400001 48.216582999998;1;35;0;18024065;364,470001220703;1100
2001381;18024065;Breitstetter Straße/L9;16.694939400001 48.216582999998,16.693543900001 48.218472199998,16.692758500001 48.219518899998;1;35;0;1316182;364,470001220703;1100
2001382;1316182;Breitstetter Straße/L9;16.692758500001 48.219518899998,16.692522300001 48.219833599998,16.692421500001 48.219940999998,16.692325000001 48.220047499998,16.692300900001 48.220066299998;1;35;0;18110249;69,8499984741211;1100
2001382;18110249;Breitstetter Straße/L9;16.692300900001 48.220066299998,16.692325000001 48.220047499998,16.692421500001 48.219940999998,16.692522300001 48.219833599998,16.692758500001 48.219518899998;1;35;0;1316182;69,8499984741211;1100
2001387;1316185;Breitstetter Straße/L9;16.691986800001 48.220308199998,16.692058800001 48.220254999998,16.692300900001 48.220066299998;1;35;0;18110249;35,6100006103516;1100
2001387;18110249;Breitstetter Straße/L9;16.692300900001 48.220066299998,16.692058800001 48.220254999998,16.691986800001 48.220308199998;1;35;0;1316185;35,6100006103516;1100
2001388;1316185;Breitstetter Straße/L9;16.691986800001 48.220308199998,16.691607100001 48.220588299998;1;35;0;18071171;42,0299987792969;1100
2001388;18071171;Breitstetter Straße/L9;16.691607100001 48.220588299998,16.691986800001 48.220308199998;1;35;0;1316185;42,0299987792969;1100
2001395;1316189;Hauptstraße/B211 - Rohrauer Straße;16.849313900002 48.060503099996,16.848981200002 48.060358099996,16.848384700002 48.060080899996,16.848229300002 48.060003799996;1;39;0;18039479;98,0899963378906;1100
2001395;18039479;Hauptstraße/B211 - Rohrauer Straße;16.848229300002 48.060003799996,16.848384700002 48.060080899996,16.848981200002 48.060358099996,16.849313900002 48.060503099996;1;39;0;1316189;98,0899963378906;1100
2001405;1316196;B8 - Angerner Straße;16.555538900001 48.293923299999,16.555410900001 48.293844399999,16.555245400001 48.293738599999,16.554407700001 48.293215299999,16.553635700001 48.292697299999,16.553018000001 48.292293299999,16.552528800001 48.291948299999;1;74;0;18018059;313,309997558594;1250
2001405;18018059;B8 - Angerner Straße;16.552528800001 48.291948299999,16.553018000001 48.292293299999,16.553635700001 48.292697299999,16.554407700001 48.293215299999,16.555245400001 48.293738599999,16.555410900001 48.293844399999,16.555538900001 48.293923299999;1;74;0;1316196;313,309997558594;1250
2001406;1316196;B8 - Angerner Straße;16.555538900001 48.293923299999,16.555556000001 48.293933799999,16.555927900001 48.294173799999,16.555930400001 48.294175399999;1;39;0;18114634;40,3699989318848;1100
2001406;18114634;B8 - Angerner Straße;16.555930400001 48.294175399999,16.555927900001 48.294173799999,16.555556000001 48.293933799999,16.555538900001 48.293923299999;1;39;0;1316196;40,3699989318848;1100
2001407;1316197;Am Schuß/B216 - Weitental Straße;15.2569142 48.3023915,15.2568909 48.302544;1;39;0;18190092;17,0400009155273;1100
2001407;18190092;Am Schuß/B216 - Weitental Straße;15.2568909 48.302544,15.2569142 48.3023915;1;39;0;1316197;17,0400009155273;1100
2001408;1316197;Am Schuß/B216 - Weitental Straße;15.2569142 48.3023915,15.2569989 48.3018375,15.2571529 48.3009266,15.2571537 48.3007565,15.2571017 48.3004905,15.2570137 48.3001685,15.2569029 48.2997173;1;39;0;18016414;299,859985351563;1100
2001408;18016414;Am Schuß/B216 - Weitental Straße;15.2569029 48.2997173,15.2570137 48.3001685,15.2571017 48.3004905,15.2571537 48.3007565,15.2571529 48.3009266,15.2569989 48.3018375,15.2569142 48.3023915;1;39;0;1316197;299,859985351563;1100
2001411;1316199;Untere Hauptstraße/B216 - Weitental Straße;15.2134765 48.3174576,15.2136849 48.3174254;1;72;0;18199561;15,8699998855591;1250
2001411;18199561;Untere Hauptstraße/B216 - Weitental Straße;15.2136849 48.3174254,15.2134765 48.3174576;1;72;0;1316199;15,8699998855591;1250
2001412;1316199;Untere Hauptstraße/B216 - Weitental Straße;15.2134765 48.3174576,15.2133581 48.3174759,15.2128827 48.3175505,15.2122655 48.3176136,15.2118927 48.3176341,15.2115885 48.3176427,15.2112685 48.3176411,15.2112565 48.3176406;1;45;0;18208834;166,509994506836;1100
2001412;18208834;Untere Hauptstraße/B216 - Weitental Straße;15.2112565 48.3176406,15.2112685 48.3176411,15.2115885 48.3176427,15.2118927 48.3176341,15.2122655 48.3176136,15.2128827 48.3175505,15.2133581 48.3174759,15.2134765 48.3174576;1;45;0;1316199;166,509994506836;1100
2001415;1316201;B3 - Donau Straße;16.576365700001 48.190830199999,16.576780800001 48.190600099999,16.577366800001 48.190269199999;1;39;0;18014997;97,120002746582;1100
2001415;18014997;B3 - Donau Straße;16.577366800001 48.190269199999,16.576780800001 48.190600099999,16.576365700001 48.190830199999;1;39;0;1316201;97,120002746582;1100
2001416;1316201;B3 - Donau Straße;16.576365700001 48.190830199999,16.575928800001 48.191072199999,16.575267600001 48.191444699999,16.574641400001 48.191768899999,16.573219800001 48.192433699999,16.572147300001 48.192933199999,16.571047200001 48.193442399999,16.570181800001 48.193813399999;1;39;0;18022080;567,409973144531;1100
2001416;18022080;B3 - Donau Straße;16.570181800001 48.193813399999,16.571047200001 48.193442399999,16.572147300001 48.192933199999,16.573219800001 48.192433699999,16.574641400001 48.191768899999,16.575267600001 48.191444699999,16.575928800001 48.191072199999,16.576365700001 48.190830199999;1;39;0;1316201;567,409973144531;1100
2001433;1316210;Obere Hauptstraße/B8a - B8a;16.756639200002 48.341303199997,16.756636700002 48.341303899997,16.755949800002 48.341482799997;1;39;0;1555661;54,8800010681152;1100
2001433;1555661;Obere Hauptstraße/B8a - B8a;16.755949800002 48.341482799997,16.756636700002 48.341303899997,16.756639200002 48.341303199997;1;39;0;1316210;54,8800010681152;1100
2001434;1316210;Obere Hauptstraße/B8a - B8a;16.756639200002 48.341303199997,16.757317600002 48.341118199997,16.757911600002 48.340961799997,16.758725000002 48.340743599997,16.758751500002 48.340738099997;1;39;0;18101047;168,729995727539;1100
2001434;18101047;Obere Hauptstraße/B8a - B8a;16.758751500002 48.340738099997,16.758725000002 48.340743599997,16.757911600002 48.340961799997,16.757317600002 48.341118199997,16.756639200002 48.341303199997;1;39;0;1316210;168,729995727539;1100
2001435;1316211;Radlbrunn/L1252;15.910638 48.4984694,15.9106396 48.4984577,15.9105895 48.4983509;1;69;0;18026205;13,7399997711182;900
2001435;18026205;Radlbrunn/L1252;15.9105895 48.4983509,15.9106396 48.4984577,15.910638 48.4984694;1;69;0;1316211;13,7399997711182;900
2001436;1316211;Radlbrunn/L1252;15.910638 48.4984694,15.9106263 48.4985509;1;69;0;18035077;9,10999965667725;900
2001436;18035077;Radlbrunn/L1252;15.9106263 48.4985509,15.910638 48.4984694;1;69;0;1316211;9,10999965667725;900
2001438;1316212;Ortsstraße/L3015;16.624039000001 48.207708699998,16.625067100001 48.207604599998,16.625205500001 48.207594599998;1;35;0;18022168;87,629997253418;1100
2001438;18022168;Ortsstraße/L3015;16.625205500001 48.207594599998,16.625067100001 48.207604599998,16.624039000001 48.207708699998;1;35;0;1316212;87,629997253418;1100
2001441;1316214;Brünner Straße/B7 - Brünner Straße;16.628611400001 48.674085999998,16.628700900001 48.673684299998,16.628832500001 48.673144099998,16.628879500001 48.672952899998,16.628942000001 48.672729799998,16.629122900001 48.672119499998,16.629258300001 48.671750699998,16.629418500001 48.671403499998,16.629471000001 48.671257899998,16.629535500001 48.671053799998,16.629549500001 48.670990899998;1;39;0;18019535;351,440002441406;1100
2001441;18019535;Brünner Straße/B7 - Brünner Straße;16.629549500001 48.670990899998,16.629535500001 48.671053799998,16.629471000001 48.671257899998,16.629418500001 48.671403499998,16.629258300001 48.671750699998,16.629122900001 48.672119499998,16.628942000001 48.672729799998,16.628879500001 48.672952899998,16.628832500001 48.673144099998,16.628700900001 48.673684299998,16.628611400001 48.674085999998;1;39;0;1316214;351,440002441406;1100
2001445;1316216;Greis/L4168;15.8531497 47.6401417,15.8534208 47.6401975,15.8536212 47.6402283;1;72;0;18189059;36,7299995422363;1250
2001445;18189059;Greis/L4168;15.8536212 47.6402283,15.8534208 47.6401975,15.8531497 47.6401417;1;72;0;1316216;36,7299995422363;1250
2001447;1316217;Bonnleiten/L110;15.8343306 48.1099511,15.8346079 48.1097009,15.8346502 48.1096577;1;69;0;18188937;40,4000015258789;900
2001447;18188937;Bonnleiten/L110;15.8346502 48.1096577,15.8346079 48.1097009,15.8343306 48.1099511;1;69;0;1316217;40,4000015258789;900
2001448;1316217;Bonnleiten/L110;15.8343306 48.1099511,15.8342064 48.1100632,15.8338192 48.1104197,15.8333856 48.1107878,15.8330832 48.1110149,15.8327246 48.1112581,15.8323286 48.111522,15.8321154 48.1116947,15.8319845 48.1118191,15.8318246 48.1120202,15.8316643 48.1122222,15.8314596 48.1124533,15.8312605 48.112644,15.8309797 48.1128391,15.830751 48.1129654,15.8306894 48.1129972;1;69;0;18196449;436,459991455078;900
2001448;18196449;Bonnleiten/L110;15.8306894 48.1129972,15.830751 48.1129654,15.8309797 48.1128391,15.8312605 48.112644,15.8314596 48.1124533,15.8316643 48.1122222,15.8318246 48.1120202,15.8319845 48.1118191,15.8321154 48.1116947,15.8323286 48.111522,15.8327246 48.1112581,15.8330832 48.1110149,15.8333856 48.1107878,15.8338192 48.1104197,15.8342064 48.1100632,15.8343306 48.1099511;1;69;0;1316217;436,459991455078;900
2001465;1316230;Hauptstraße;15.7723147 48.0357461,15.7721014 48.0357374,15.7719032 48.0357538,15.7717081 48.0358012,15.7715258 48.0358723,15.7714721 48.0358966;1;34;0;18141487;66,8600006103516;1100
2001465;18141487;Hauptstraße;15.7714721 48.0358966,15.7715258 48.0358723,15.7717081 48.0358012,15.7719032 48.0357538,15.7721014 48.0357374,15.7723147 48.0357461;1;34;0;1316230;66,8600006103516;1100
2001466;1316230;Hauptstraße;15.7723147 48.0357461,15.7723986 48.0357359,15.772552 48.0356996,15.7727087 48.035638,15.7728343 48.035576,15.7729469 48.0354891;1;34;0;18141488;56,4599990844727;1100
2001466;18141488;Hauptstraße;15.7729469 48.0354891,15.7728343 48.035576,15.7727087 48.035638,15.772552 48.0356996,15.7723986 48.0357359,15.7723147 48.0357461;1;34;0;1316230;56,4599990844727;1100
2001468;1316233;Kaindorf/L112;15.8590444 48.3425035,15.8590716 48.3425016,15.860342 48.3424678,15.8610377 48.3424587,15.8610753 48.342458;1;35;0;18060985;150,649993896484;1100
2001468;18060985;Kaindorf/L112;15.8610753 48.342458,15.8610377 48.3424587,15.860342 48.3424678,15.8590716 48.3425016,15.8590444 48.3425035;1;35;0;1316233;150,649993896484;1100
2001470;1316234;Heiligenkreuz/L130;16.1286092 48.0555279,16.1285742 48.0555548,16.1284913 48.055667,16.1284218 48.0557712,16.1283617 48.0558677,16.1283426 48.0559446,16.128341 48.0560017,16.128342 48.0560722;1;35;0;18013012;65,0699996948242;1100
2001470;18013012;Heiligenkreuz/L130;16.128342 48.0560722,16.128341 48.0560017,16.1283426 48.0559446,16.1283617 48.0558677,16.1284218 48.0557712,16.1284913 48.055667,16.1285742 48.0555548,16.1286092 48.0555279;1;35;0;1316234;65,0699996948242;1100
2001471;1316235;Nadelbacher Straße/L5151;15.596043 48.1877935,15.5960027 48.1877908,15.5959085 48.1877586,15.595613 48.1876405,15.5950373 48.1874147,15.5947917 48.187339,15.5944686 48.1872566,15.5940839 48.1871748,15.5928861 48.1869596,15.5926486 48.186909;1;35;0;18174048;272,700012207031;1100
2001471;18174048;Nadelbacher Straße/L5151;15.5926486 48.186909,15.5928861 48.1869596,15.5940839 48.1871748,15.5944686 48.1872566,15.5947917 48.187339,15.5950373 48.1874147,15.595613 48.1876405,15.5959085 48.1877586,15.5960027 48.1877908,15.596043 48.1877935;1;35;0;1316235;272,700012207031;1100
2001472;1316235;Nadelbacher Straße/L5151;15.596043 48.1877935,15.5960847 48.1877963,15.5961515 48.1877834;1;35;0;18183336;8,28999996185303;1100
2001472;18183336;Nadelbacher Straße/L5151;15.5961515 48.1877834,15.5960847 48.1877963,15.596043 48.1877935;1;35;0;1316235;8,28999996185303;1100
2001475;1316237;Hochfeldstraße/L5093;15.7605807 48.1943414,15.760599 48.1941816,15.7606023 48.1938925,15.7605826 48.1937449,15.7605429 48.1936305,15.7604774 48.1935804;1;35;0;18202370;86,9000015258789;1100
2001475;18202370;Hochfeldstraße/L5093;15.7604774 48.1935804,15.7605429 48.1936305,15.7605826 48.1937449,15.7606023 48.1938925,15.760599 48.1941816,15.7605807 48.1943414;1;35;0;1316237;86,9000015258789;1100
2001476;1316237;Hochfeldstraße/L5093;15.7605807 48.1943414,15.7605696 48.1944393,15.7603905 48.1950793,15.7602905 48.1953452;1;35;0;18201028;113,809997558594;1100
2001476;18201028;Hochfeldstraße/L5093;15.7602905 48.1953452,15.7603905 48.1950793,15.7605696 48.1944393,15.7605807 48.1943414;1;35;0;1316237;113,809997558594;1100
2001483;1316241;Annaberg/L149;16.2824472 47.6304612,16.2824671 47.630443,16.2825051 47.6304104,16.2828474 47.6301789,16.283097 47.6300382,16.2833506 47.6298955,16.2835873 47.6297604,16.2837141 47.6296825,16.2839818 47.6294827,16.2841472 47.6293442,16.2842872 47.6291884,16.2844159 47.6290222,16.2845421 47.6287554,16.2845545 47.6287382;1;69;0;18113102;253,070007324219;900
2001483;18113102;Annaberg/L149;16.2845545 47.6287382,16.2845421 47.6287554,16.2844159 47.6290222,16.2842872 47.6291884,16.2841472 47.6293442,16.2839818 47.6294827,16.2837141 47.6296825,16.2835873 47.6297604,16.2833506 47.6298955,16.283097 47.6300382,16.2828474 47.6301789,16.2825051 47.6304104,16.2824671 47.630443,16.2824472 47.6304612;1;69;0;1316241;253,070007324219;900
2001487;1316243;Hauptstraße/L4073;16.0648479 47.8285984,16.0649135 47.8286318,16.0651566 47.8287752,16.0655829 47.8290344,16.0658894 47.8292016,16.0662717 47.8294179,16.066661 47.8296508,16.0668122 47.8297465;1;35;0;18057597;194,800003051758;1100
2001487;18057597;Hauptstraße/L4073;16.0668122 47.8297465,16.066661 47.8296508,16.0662717 47.8294179,16.0658894 47.8292016,16.0655829 47.8290344,16.0651566 47.8287752,16.0649135 47.8286318,16.0648479 47.8285984;1;35;0;1316243;194,800003051758;1100
